Simple site,Unnamed: 0,Avg. Flood Depth when Flooded (ft),90th Percentile Flood Depth when Flooded (ft),10th Percentile Flood Depth when Flooded (ft),Std. Deviation Flood Depth when Flooded 
CRMS1965,28.0,0.3210146460204121,0.8399999999979545,0.0,0.3726925023140969
CRMS2041,29.0,0.1103686195146422,0.4300000000002612,0.0,0.2946886542486567
CRMS2154,30.0,0.3108404015803906,0.8549999999996087,0.0,0.3801133054732316
CRMS2156,31.0,0.2305881711452312,0.680999999998278,0.0,0.3516019493355674
CRMS2166,32.0,0.4839470958339402,1.1260000000000705,0.0,0.515539138183505
CRMS2189,33.0,0.2795533464037831,0.7470000000018283,0.0,0.3685785750422247
CRMS2219,34.0,0.1384470037035403,0.4800000000010196,0.0,0.2625347229178726
CRMS2334,35.0,0.423645405083098,0.9579999999989072,0.0,0.438145069552484
CRMS2418,36.0,0.2639887876777682,0.7599999999988803,0.0,0.354632735489905
CRMS2493,37.0,0.3231018517735193,0.93300000000123,0.0,0.4433784585266081
CRMS2568,38.0,0.3305141856550861,1.012000000001406,0.0,0.4907196961212052
CRMS2608,39.0,0.6610263641333147,1.538999999998744,0.0,0.6053383619798014
CRMS2614,40.0,0.4233930021993533,1.121000000000132,0.0,0.5151072113567854
CRMS2627,41.0,0.8489474962815929,1.6499999999964268,0.0500000000001094,0.6025064018257014
CRMS2634,21.0,0.621684787918993,1.2467000000002821,0.05600000000002965,0.47260834534760887
CRMS2785,1.0,0.3448403960767776,0.8699999999994439,0.0,0.3633507614164937
CRMS2825,2.0,0.1413091101592989,0.4700000000007587,0.0,0.2889399497408312
CRMS2830,3.0,0.1708427638272924,0.5990000000008148,0.0,0.3840139312372573
CRMS2854,4.0,0.2964716133654855,0.8699999999987094,0.0,0.4631774461251066
CRMS2862,5.0,0.4087610723920934,0.8720000000015669,0.0399999999999701,0.3311514515846986
CRMS2881,6.0,0.1548325749286829,0.4400000000001199,0.0,0.2439375835926266
CRMS2887,7.0,0.4700805526988346,1.179999999997117,0.0,0.4784475806222661
CRMS2939,8.0,0.1597173669816116,0.3949999999998763,0.0,0.2317055510915884
CRMS2991,9.0,0.4098025591022518,0.7900000000003733,0.0,0.3043279585679867
